id,length,ttft,tpot,e2e,started
6,402,7.230185508728027,0.06337340672810872,7.800546169281006,1775818571.4378376
8,390,7.228116512298584,0.0633744133843316,7.798486232757568,1775818571.4378445
2,373,7.233531475067139,0.06337494320339626,7.803905963897705,1775818571.4378483
11,363,7.225543737411499,0.06337528758578831,7.795921325683594,1775818571.437852
10,342,7.226569175720215,0.06337563196818034,7.796949863433838,1775818571.4378552
18,392,14.553012609481812,0.06255971060858832,15.116050004959106,1775818578.781459
15,391,14.565297603607178,0.06256042586432563,15.128341436386108,1775818578.7814653
14,342,14.566961765289307,0.06256098217434353,15.130010604858398,1775818578.7814686
16,342,14.562448740005493,0.0625613530476888,15.125500917434692,1775818578.781471
7,322,14.572823286056519,0.062561829884847,15.135879755020142,1775818578.7814736
5,284,19.242603302001953,0.060349755816989474,19.78575110435486,1775818583.4488509
13,252,19.235267639160156,0.060350656509399414,19.77842354774475,1775818583.4488566
19,229,19.219650506973267,0.06035121281941732,19.762811422348022,1775818583.44886
4,194,19.243335485458374,0.060351557201809354,19.786499500274658,1775818583.4488633
9,159,19.238513469696045,0.06035214000278049,19.78168272972107,1775818583.4488661
0,156,22.067371606826782,0.05837157037523058,22.592715740203857,1775818586.2699914
1,134,22.066683053970337,0.05837233861287435,22.592034101486206,1775818586.2699971
17,129,22.042799949645996,0.05837289492289225,22.568156003952026,1775818586.2700005
3,125,22.065141439437866,0.05837342474195692,22.59050226211548,1775818586.2700033
12,95,22.057172060012817,0.05837387508816189,22.582536935806274,1775818586.2700062
