id,length,ttft,tpot,e2e,started
0,156,0.6365628242492676,0.053248011336034656,3.245715379714966,1775820336.4160783
1,134,3.740643262863159,0.05212967249811912,6.294997215270996,1775820339.520997
2,373,7.731001377105713,0.05350905535172443,10.35294508934021,1775820343.5126657
3,125,10.818913459777832,0.05337315189595125,13.434197902679443,1775820346.6011236
4,194,14.151545286178589,0.05354518306498625,16.775259256362915,1775820349.9348102
5,284,17.852500915527344,0.05264781445873027,20.432243824005127,1775820353.636639
6,402,21.986151933670044,0.053054167299854516,24.585806131362915,1775820357.7715015
7,322,25.815067529678345,0.05435878889901297,28.47864818572998,1775820361.601386
8,390,29.99314570426941,0.0545398118544598,32.66559648513794,1775820365.7805436
9,159,33.25148320198059,0.053571297197925805,35.876476764678955,1775820369.0396295
10,342,37.181910276412964,0.05315475074612364,39.78649306297302,1775820372.9709902
11,363,41.20196771621704,0.05309900458978147,43.80381894111633,1775820376.9920695
12,95,44.16276669502258,0.052362753420459984,46.72854161262512,1775820379.9534044
13,252,47.6666944026947,0.05325917321808484,50.27639389038086,1775820383.4580922
14,342,51.57759165763855,0.05446648597717285,54.24644947052002,1775820387.3711705
15,391,55.754085063934326,0.054161173956734796,58.40798258781433,1775820391.5516315
16,342,59.71266984939575,0.05359418051583426,62.33878469467163,1775820395.5161805
17,129,62.81905126571655,0.054440975189208984,65.4866590499878,1775820398.623182
18,392,67.01050591468811,0.05416604937339316,69.66464233398438,1775820402.815786
19,229,70.51769351959229,0.05468846827137227,73.19742846488953,1775820406.326191
20,149,73.74735188484192,0.05305341798432019,76.34696936607361,1775820409.5564795
21,58,76.58684301376343,0.052035691786785514,79.13659191131592,1775820412.3963876
22,65,79.40523743629456,0.05434260562974579,82.0680251121521,1775820415.2152216
23,287,83.16597771644592,0.05405249887583207,85.8145501613617,1775820418.9795637
24,214,86.60230040550232,0.0525786390109938,89.17865371704102,1775820422.4168832
25,398,90.72065591812134,0.0548920388124427,93.41036581993103,1775820426.5366333
26,211,94.20380425453186,0.05247510695944027,96.77508449554443,1775820430.022622
27,381,98.2700924873352,0.05502730972912847,100.9664306640625,1775820434.0902846
28,152,101.52350068092346,0.05233916457818479,104.08811974525452,1775820437.3468182
29,345,105.42164349555969,0.054482683843495895,108.09129500389099,1775820441.245928
30,315,109.30891394615173,0.05428086981481435,111.96867656707764,1775820445.1377194
31,202,112.71383929252625,0.05368310578015386,115.34431147575378,1775820448.5433705
32,234,116.21470785140991,0.0545684950692313,118.88856410980225,1775820452.044992
33,130,119.36778140068054,0.052648884909493585,121.94757676124573,1775820455.1986501
34,200,122.7126932144165,0.05277617610230738,125.29872584342957,1775820458.5442123
35,269,126.32850217819214,0.06933079447065081,129.72571110725403,1775820462.1608279
36,300,131.0785036087036,0.0666093923607651,134.3423638343811,1775820466.9176219
37,29,134.5543110370636,0.06962217116842465,137.9657974243164,1775820470.3939226
38,45,138.18746829032898,0.06635956374966369,141.4390869140625,1775820474.0276768
39,347,143.31368327140808,0.07115762087763572,146.80040669441223,1775820479.1551144
40,331,148.38108682632446,0.07397327617723115,152.0057773590088,1775820484.223772
41,52,152.29819989204407,0.07140885080610003,155.79723358154297,1775820488.1414225
42,362,157.6455500125885,0.066107448266477,160.88481497764587,1775820493.489811
43,246,161.82269859313965,0.072936014253266,165.39656329154968,1775820497.669889
44,390,167.42133283615112,0.07776304167144153,171.23172187805176,1775820503.274559
45,197,172.10338759422302,0.06933001596100476,175.50055837631226,1775820507.9573948
46,366,176.99954390525818,0.059693253770166516,179.92451333999634,1775820512.8545644
47,279,181.22327136993408,0.07143863853143186,184.72376465797424,1775820517.0791373
48,378,186.33636283874512,0.06908748587783502,189.72164964675903,1775820522.193425
49,314,191.0836250782013,0.06635112665137466,194.33483028411865,1775820526.9463043
