id,length,ttft,tpot,e2e,started
0,156,7.972347974777222,0.14657368465345733,15.15445852279663,1775816805.6865196
1,134,7.9713215827941895,0.14657388901223942,15.153442144393921,1775816805.686527
2,373,7.9701690673828125,0.14657399605731575,15.152294874191284,1775816805.6865308
3,125,7.969601631164551,0.14657407877396564,15.151731491088867,1775816805.6865337
4,194,7.968577146530151,0.14657416635630083,15.150711297988892,1775816805.6865366
5,284,7.967609405517578,0.14657424420726542,15.149747371673584,1775816805.68654
6,402,7.966351747512817,0.14657436098371232,15.148495435714722,1775816805.6865425
7,322,7.9652862548828125,0.14657445829741808,15.147434711456299,1775816805.686545
8,390,10.017504215240479,0.10588531104885802,15.205884456634521,1775816807.7399695
9,159,10.016651153564453,0.10588557866154885,15.205044507980347,1775816807.7399719
