id,length,ttft,tpot,e2e,started
0,156,7.713749408721924,5.4836273193359375e-06,7.713754892349243,1775829595.903687
1,134,7.7131054401397705,1.430511474609375e-06,7.713106870651245,1775829595.9037056
2,373,7.712141990661621,1.1920928955078125e-06,7.712143182754517,1775829595.9037132
3,125,7.71165919303894,7.152557373046875e-07,7.711659908294678,1775829595.9037201
4,194,7.7110254764556885,7.152557373046875e-07,7.711026191711426,1775829595.9037256
5,284,7.710315465927124,9.5367431640625e-07,7.71031641960144,1775829595.903731
6,402,7.709341764450073,7.152557373046875e-07,7.7093424797058105,1775829595.9037359
7,322,7.708120822906494,7.152557373046875e-07,7.7081215381622314,1775829595.9037411
8,390,15.345319271087646,4.0531158447265625e-06,15.345323324203491,1775829603.5420172
9,159,15.34468674659729,9.5367431640625e-07,15.344687700271606,1775829603.5420322
10,342,15.343777656555176,9.5367431640625e-07,15.343778610229492,1775829603.5420392
11,363,15.342621088027954,4.76837158203125e-07,15.342621564865112,1775829603.542045
12,95,15.342106580734253,7.152557373046875e-07,15.34210729598999,1775829603.542051
13,252,15.341357231140137,9.5367431640625e-07,15.341358184814453,1775829603.542056
14,342,15.340447187423706,7.152557373046875e-07,15.340447902679443,1775829603.5420616
15,391,22.94634199142456,4.291534423828125e-06,22.946346282958984,1775829611.1496062
16,342,22.944185733795166,9.5367431640625e-07,22.944186687469482,1775829611.1496208
17,129,22.933953762054443,7.152557373046875e-07,22.93395447731018,1775829611.1496274
18,392,22.932883739471436,1.1920928955078125e-06,22.93288493156433,1775829611.1496327
19,229,22.932122945785522,7.152557373046875e-07,22.93212366104126,1775829611.149638
20,149,22.9315402507782,9.5367431640625e-07,22.931541204452515,1775829611.1496432
21,58,22.93112277984619,7.152557373046875e-07,22.93112349510193,1775829611.1496484
22,65,22.930683612823486,7.152557373046875e-07,22.930684328079224,1775829611.149653
23,287,22.92988085746765,9.5367431640625e-07,22.929881811141968,1775829611.149658
24,214,30.590800285339355,4.0531158447265625e-06,30.5908043384552,1775829618.811424
25,398,30.589804887771606,1.1920928955078125e-06,30.589806079864502,1775829618.8114388
26,211,30.58911681175232,1.430511474609375e-06,30.589118242263794,1775829618.8114457
27,381,30.58796977996826,7.152557373046875e-07,30.587970495224,1775829618.8114529
28,152,30.587300300598145,7.152557373046875e-07,30.587301015853882,1775829618.811459
29,345,30.5863254070282,4.76837158203125e-07,30.586325883865356,1775829618.8114648
30,315,30.57584810256958,9.5367431640625e-07,30.575849056243896,1775829618.81147
31,202,38.08846044540405,4.0531158447265625e-06,38.0884644985199,1775829626.3248284
32,234,38.08773636817932,1.1920928955078125e-06,38.08773756027222,1775829626.324842
33,130,38.08715772628784,9.5367431640625e-07,38.08715867996216,1775829626.324849
34,200,38.086524963378906,9.5367431640625e-07,38.08652591705322,1775829626.3248549
35,269,38.08571457862854,9.5367431640625e-07,38.085715532302856,1775829626.3248603
36,300,38.08487033843994,7.152557373046875e-07,38.08487105369568,1775829626.324866
37,29,38.084516525268555,7.152557373046875e-07,38.08451724052429,1775829626.3248715
38,45,38.084136962890625,7.152557373046875e-07,38.08413767814636,1775829626.324876
39,347,38.08299803733826,7.152557373046875e-07,38.082998752593994,1775829626.32488
40,331,38.08205842971802,7.152557373046875e-07,38.082059144973755,1775829626.3248856
41,52,38.08163404464722,9.5367431640625e-07,38.08163499832153,1775829626.3248916
42,362,45.772095918655396,4.291534423828125e-06,45.77210021018982,1775829634.0162745
43,246,45.77129006385803,1.9073486328125e-06,45.771291971206665,1775829634.0162902
44,390,45.760942459106445,7.152557373046875e-07,45.76094317436218,1775829634.016298
45,197,45.76015257835388,9.5367431640625e-07,45.7601535320282,1775829634.0163038
46,366,45.759169578552246,7.152557373046875e-07,45.75917029380798,1775829634.016309
47,279,45.7583487033844,7.152557373046875e-07,45.75834941864014,1775829634.016315
48,378,53.28836131095886,4.5299530029296875e-06,53.288365840911865,1775829641.54731
49,314,53.287487268447876,1.1920928955078125e-06,53.28748846054077,1775829641.5473268
50,153,53.28689217567444,7.152557373046875e-07,53.286892890930176,1775829641.5473342
51,196,53.286258935928345,9.5367431640625e-07,53.28625988960266,1775829641.54734
52,127,53.28572344779968,7.152557373046875e-07,53.28572416305542,1775829641.5473447
53,114,53.2851300239563,7.152557373046875e-07,53.285130739212036,1775829641.547351
54,272,53.28433442115784,7.152557373046875e-07,53.284335136413574,1775829641.5473561
55,216,53.28363490104675,7.152557373046875e-07,53.28363561630249,1775829641.5473619
56,337,53.28272223472595,7.152557373046875e-07,53.28272294998169,1775829641.5473676
57,269,60.78470039367676,4.291534423828125e-06,60.78470468521118,1775829649.0502017
58,44,60.774824142456055,1.6689300537109375e-06,60.77482581138611,1775829649.0502155
59,308,60.77390766143799,9.5367431640625e-07,60.773908615112305,1775829649.0502229
60,292,60.77306795120239,7.152557373046875e-07,60.77306866645813,1775829649.0502288
61,50,60.77263951301575,9.5367431640625e-07,60.77264046669006,1775829649.050234
62,254,60.7718985080719,9.5367431640625e-07,60.771899461746216,1775829649.0502384
63,244,60.771159172058105,9.5367431640625e-07,60.77116012573242,1775829649.0502431
64,123,60.77063608169556,7.152557373046875e-07,60.770636796951294,1775829649.0502481
65,119,60.770116090774536,7.152557373046875e-07,60.77011680603027,1775829649.0502539
66,73,60.769683837890625,1.430511474609375e-06,60.7696852684021,1775829649.0502584
67,347,60.76876378059387,1.1920928955078125e-06,60.76876497268677,1775829649.0502641
68,365,68.39570951461792,4.0531158447265625e-06,68.39571356773376,1775829656.6781638
69,65,68.3952693939209,1.430511474609375e-06,68.39527082443237,1775829656.6781776
70,32,68.39493465423584,7.152557373046875e-07,68.39493536949158,1775829656.6781847
71,43,68.39457726478577,1.1920928955078125e-06,68.39457845687866,1775829656.6781898
72,103,68.39413404464722,7.152557373046875e-07,68.39413475990295,1775829656.6781952
73,392,68.39316534996033,9.5367431640625e-07,68.39316630363464,1775829656.6782002
