id,length,ttft,tpot,e2e,started
6,402,7.086001396179199,6.9141387939453125e-06,7.086008310317993,1775816187.3246162
8,390,7.083399295806885,1.9073486328125e-06,7.083401203155518,1775816187.3246386
2,373,7.090656518936157,1.6689300537109375e-06,7.090658187866211,1775816187.3246477
7,322,7.084810972213745,1.1920928955078125e-06,7.084812164306641,1775816187.3246558
5,284,7.087515830993652,1.430511474609375e-06,7.087517261505127,1775816187.324663
4,194,9.943025827407837,5.0067901611328125e-06,9.943030834197998,1775816190.1790664
9,159,9.93705701828003,1.1920928955078125e-06,9.937058210372925,1775816190.1790845
0,156,9.947232723236084,1.6689300537109375e-06,9.947234392166138,1775816190.179093
1,134,9.946418046951294,9.5367431640625e-07,9.94641900062561,1775816190.179101
3,125,9.94405198097229,1.430511474609375e-06,9.944053411483765,1775816190.1791067
